seID,antibioticID,seName,duration,occurrencePattern,description,referenceID,validatorID
SE212,A034,tinnitus,Not specified,Very rare,"Tinnitus fills your ears with sounds no one else hears. It’s a common issue affecting more than 50 million people in the United States. Tinnitus can be severe, affecting people’s daily lives. Tinnitus isn’t a disease. It’s a symptom of several medical conditions.","R035
R135",
SE213,A034,Uveitis,Not specified,Very rare,"Uveitis is a condition where you have inflammation of the uvea, which includes the iris, ciliary body and choroid. It’s common, and vision loss is one of the possible complications (especially when uveitis is severe or goes untreated). ","R035
R301",
SE214,A034,Cough,Not specified,Very rare,"A cough is a forceful push of air that your body uses to clear irritants, mucus and germs out of your airways. Common causes include allergies, asthma, infections (like colds), chronic lung conditions and acid reflux. ","R035
R302",
SE215,A034,dyspnoea,Not specified,Very rare,"Dyspnea, or shortness of breath, is the feeling that you can’t get enough air into your lungs. It might feel like your chest is tight, you’re gasping for air or you’re working harder to breathe. Heart and lung conditions are common causes of dyspnea.","R035
R303",
SE216,A034,lung infiltration,Not specified,Very rare,"Lung infiltrates refer to abnormal substances or fluids within the lung tissue that can arise from various causes, including infections, pulmonary hemorrhage, drug toxicity, leukemic infiltration, and pulmonary edema, particularly in patients with hematologic malignancies.","R035
R304",
SE217,A034,Nausea,Not specified,Common,"Nausea can make it feel like your stomach is ready to do somersaults, sending whatever’s inside right back up and out.","R035
R204",
SE218,A034,diarrhoea,Not specified,Common,"Diarrhea means having a loose, watery stool during a bowel movement. It’s common in both children and adults and usually goes away on its own within a few days. ","R035
R207",
SE219,A034,Vomiting,Not specified,Uncommon,"Vomiting is when muscles in your belly, chest, neck and head work together to push whatever’s in your stomach out. This forceful expulsion of your stomach’s contents can be a symptom of many conditions","R035
R210",
SE220,A034,Glossitis,Not specified,Very rare,"Glossitis is inflammation that makes your tongue swollen, smooth or red. Allergic reactions, infections and dry mouth may cause it. ","R035
R245",
SE221,A034,stomatitis,Not specified,Very rare,"Stomatitis (oral mucositis) is inflammation in the tissue lining your mouth or lips. The most common types are cold sores and canker sores. Causes include infections, injuries, allergic reactions and cancer treatment side effects. ","R035
R241",
SE222,A034,pancreatitis,Not specified,Very rare,Pancreatitis is inflammation in your pancreas. It’s usually temporary (acute) but can also be a life-long (chronic) condition. The most common symptom is abdominal pain. The most common causes are alcohol use and gallstones.,"R035
R242",
SE223,A034,Jaundice cholestatic,Not specified,Very rare,"Cholestatic jaundice results from impaired bile flow, accumulating bile components, such as bilirubin, in the bloodstream. This condition can be classified as intrahepatic, caused by issues within the liver, or extrahepatic, resulting from obstructions outside the liver. Common clinical manifestations include jaundice, pruritus, fatigue, malabsorption of fats and fat-soluble vitamins, and the appearance of skin lesions such as xanthomas.","R035
R305",
SE224,A034,hepatic necrosis,Not specified,Very rare,"The clinical course of acute hepatic necrosis resembles an acute, toxic injury to the liver with sudden and precipitous onset, marked elevations in serum aminotransferase levels, and early signs of hepatic (or other organ) dysfunction or failure despite minimal or no jaundice. Rapid recovery after withdrawal of the agent is also typical. Other organ failure, such as lung, kidney or bone marrow, may also be present and may overshadow the hepatic injury. Acute hepatic necrosis is typically caused by a direct hepatotoxin and is usually dose dependent and “expected”, rather than idiosyncratic.","R035
R306",
SE225,A034,Transaminases increased,Not specified,Very rare,"Transaminitis is one result you might see on a standard blood test. It means you have high levels of certain liver enzymes in your blood. Enzymes called transaminases release from liver cells when something injures those cells. Alcohol, medications, viruses and metabolic diseases are among the possible causes of liver damage and transaminitis.","R035
R307",
SE226,A034,blood bilirubin increased,Not specified,Very rare,"Higher than usual levels of bilirubin may mean different types of liver or bile duct problems. Sometimes, higher bilirubin levels may be caused by an increased rate of destruction of red blood cells.","R035
R308",
SE227,A034,Rash,Not specified,Common,"Skin rashes can be red, inflamed, bumpy as well as dry, itchy or painful. The main cause is dermatitis, which is when your skin reacts to allergens or irritants. Bacteria, viruses, allergens and conditions including eczema, hives, and psoriasis can be the source of skin rashes.","R035
R116",
SE228,A034,Photosensitivity reaction,Not specified,Very rare,"Photosensitivity is when your skin reacts negatively to sunlight or UV rays. It causes an itchy, painful rash. Unlike a sunburn, symptoms can appear within minutes. ","R035
R063",
SE229,A034,dermatitis exfoliative,Not specified,Very rare,Exfoliative dermatitis is a serious skin condition that causes extreme shedding of the top layers of your skin. It may cover most of your body and lead to so much skin damage that your body can’t keep warm. Dehydration is also a risk due to your skin losing its ability to hold onto moisture.,"R035
R309",
SE230,A034,angioedema,Not specified,Very rare,"Angioedema is swelling in the tissue under your skin. It’s most common in your lips, eyelids, tongue, genitals, hands and feet. Causes include allergies, medication side effects, vibrations, inherited gene changes and some health conditions. 
","R035
R064",
SE231,A034,fixed drug eruption,Not specified,Very rare,"The term fixed drug eruption (FDE) describes the development of one or more annular or oval erythematous patches as a result of systemic exposure to a drug. A vesicle or bulla may or may not occur at the center of  patch and these reactions normally resolve with hyperpigmentation and may recur at the same site with reexposure to the drug. Repeated exposure to the offending drug may also cause new lesions to develop in addition to ""lighting up"" the older hyperpigmented lesions. Lesions can occur anywhere on the body (ie, face, tongue, hands, feet, torso, extremities, and genitalia) but genitalia and oral muscosa are often favored.","R035
R310",
SE232,A034,erythema multiforme,Not specified,Very rare,"Erythema multiforme is your body’s reaction to an illness, infection or medicine. This condition affects your skin and causes a painful, itchy rash that looks like a bulls-eye or a target.","R035
R119",
SE233,A034,"Stevens-Johnson
syndrome",Not specified,Very rare,"Stevens-Johnson syndrome (SJS) is a rare, serious disorder of the skin and mucous membranes. It's usually a reaction to medication that starts with flu-like symptoms, followed by a painful rash that spreads and blisters. Then the top layer of affected skin dies, sheds and begins to heal after several days.","R035
R120",
SE234,A034,toxic epidermal necrolysis,Not specified,Very rare,"Toxic epidermal necrolysis (TEN) is a life-threatening skin condition. It causes peeling and blistering skin over much of the body, including the mouth, eyes, and genitals. TEN is the most severe form of Stevens-Johnson syndrome.","R035
R121",
SE235,A034,"acute
generalised exanthematous pustulosis",Not specified,Very rare,"Acute generalized exanthematous pustulosis (AGEP) comprises a severe cutaneous adverse reaction marked by the abrupt onset of sterile, nonfollicular pinpoint pustules on an erythematous base. Drug exposure, most frequently systemic antibiotics, is the primary cause, although viral infections and environmental triggers have also been implicated. Genetic predisposition, advanced age, and comorbid immune dysregulation are considered risk factors. AGEP is most often attributed to a type IV hypersensitivity mechanism involving drug-specific T cells, neutrophil activation, and cytokine release, although the pathophysiology remains incompletely characterized.","R035
R311",
SE236,A034,Acute febrile neutrophilic dermatosis,Not specified,Not known,"Acute febrile neutrophilic dermatosis (AFND), also known as Sweet syndrome or Gomm-Button disease, manifests as erythematous plaques and papules, coupled with constitutional symptoms like fever and malaise.","R035
R312",
SE237,A034,Drug reaction with eosinophilia and systemic symptoms,Not specified,Not known,"Drug reaction with eosinophilia and systemic symptoms (DRESS) is a T cell mediated, drug-specific immune response associated with end-organ damage.","R035
R313",
SE238,A034,Arthralgia,Not specified,Very rare,"Arthritis isn't a single condition but a broad term for many conditions affecting the joints. Arthritis typically is associated with pain that affects the ability to move a joint. It causes swelling and tenderness of one or more joints. The main symptoms are joint pain and stiffness, which can impact daily activities and work. ","R035
R314",
SE239,A034,myalgia,Not specified,Very rare,"Myalgia is the medical term for muscle pain, which has many causes. Many of them are easy to treat at home. But myalgia can also be a symptom of disease, especially when it’s widespread and long-lasting. ","R035
R252",
SE240,A034,Renal impairment,Not specified,Very rare,"Kidney failure is a condition in which one or both of your kidneys no longer work on their own. Causes include diabetes, high blood pressure and acute kidney injuries. Symptoms include fatigue, nausea and vomiting, swelling, changes in how often you go to the bathroom and brain fog. ","R035
R254",
SE241,A034,tubulointerstitial nephritis and uveitis syndrome,Not specified,Very rare,Tubulointerstitial nephritis and uveitis (TINU) syndrome is defined as the occurrence of tubulointerstitial nephritis (TIN) and uveitis in the absence of other systemic diseases.,"R035
R315",
SE242,A034,"renal tubular
acidosis",Not specified,Very rare,"Renal tubular acidosis is when you have too much acid in your blood because of a problem with your kidneys. There are three main types of RTA. Causes may include genetic conditions, autoimmune diseases and certain medications. ","R035
R316",
SE243,A018,Gastrointestinal disturbances,Not Specified,Common,"Includes nausea, vomiting, diarrhea, glossitis, and stomatitis.",R017,
SE244,A018,Hypersensitivity Reactions,Not Specified,Fairly Frequent,"Erythematous maculopapular rashes, urticaria, or rarely, anaphylaxis.",R017,
SE245,A018,Hematologic and Lymphatic Systems,Not Specified,Rare,"Includes anemia, thrombocytopenia, and leukopenia; resolves after stopping therapy.",R017,
SE246,A018,Central Nervous System Effects,Not Specified,Rare,"Reversable hyperactivity, agitation, anxiety, insomnia, confusion, behavioral changes, and/or dizziness.",R017,
SE247,A019,Gastrointestinal Effects,Not Specified,Common,"Includes nausea, vomiting, enterocolitis, and diarrhea.",R017,
SE248,A019,Hypersensitivity Reactions,Not Specified,Frequent,"Erythematous maculopapular rashes, urticaria, or rarely, anaphylaxis.",R017,
SE249,A019,Hematologic and Lymphatic Systems,Not Specified,Rare,"Includes anemia, thrombocytopenia, and leukopenia; resolves after stopping therapy.",R017,
SE250,A019,Hepatic,Not Specified,Rare,Moderate rise in aminotransferase and/or alanine aminotransferase enzymes.,R017,
SE251,A032,Injection Site Reaction,5 days,During or immediately after administration,"Pain, swelling, or redness at the site where the medicine was injected.","R032, R322",
SE252,A032,Diarrhea,2–3 days,During or shortly after treatment,"Loose or watery stools; usually mild, but should be monitored for severity.",R032,
SE253,A032,Nausea / Vomiting,1–3 days,Early during treatment,Feeling of sickness or upset stomach; often improves if the body adjusts.,R032,
SE254,A032,Abdominal Pain,1–3 days,Early during treatment,General abdominal discomfort or cramping.,R032,
SE255,A032,Headache,1–3 days,During treatment,Mild to moderate aching in the head.,R032,
SE256,A032,Dizziness,1–3 days,During treatment,"Feeling lightheaded, unsteady, or faint.",R032,
SE257,A032,Vaginal Yeast Infection,3–7 days,During or after treatment,"Itching, irritation, or thick white discharge due to changes in bacterial flora.",R032,
SE258,A032,Rash / Hives,1–3 days,During treatment,"Mild skin redness, itching, or small bumps.",R032,
SE259,A032,Oral Thrush,3–5 days,During or after treatment,White patches in the mouth or on the tongue; a common fungal overgrowth.,R032,
SE260,A032,Sore Throat / Stuffy Nose,1–3 days,During treatment,Mild irritation of the upper respiratory tract.,R032,
SE261,A020,Tooth Discoloration,Reversible (via brushing),Mostly in pediatric patients,"Brown, yellow, or gray staining; can be reduced or eliminated with dental cleaning.",R016,
SE262,A020,Gastrointestinal Effects,Not specified,During or following discontinuance of amoxicillin,"Nausea, vomiting, diarrhea, black ""hairy"" tongue, Clostridioides difficile-associated disease and colitis; hemorrhagic colitis; acute, transient enterocolitis with severe abdominal pain and bloody diarrhea, and colitis; glossitis, stomatitis, epigastric distress, gastritis, flatulence, soft stools, loss of appetite, sore mouth or tongue, dry mouth, taste disturbances.",R016,
SE263,A020,Nervous System Effects,Reversible,Rare / at extremely high doses,"Agitation, anxiety, behavioral changes, confusion, convulsions, hyperactivity, and dizziness.",R016,
SE264,A020,Hemic and Lymphatic,Not specified,Not specified,"Anemia (including hemolytic), leukopenia, neutropenia, and thrombocytopenia.",R016,
SE265,A020,Hypersensitivity,Not specified,Not specified,"Anaphylaxis, exanthema, bullous dermatitis, Stevens-Johnson syndrome (SJS), and pruritus",R016,
SE266,A035,Gastrointestinal,2–3 days,During/shortly after treatment,"Diarrhea (usually mild), Nausea, Vomiting, or Stomach pain/cramping.",R047,
SE267,A035,Neurological,1–3 days,During treatment,Headache (mild to moderate) or Dizziness (lightheadedness).,R047,
SE268,A035,Injection Site,1–2 days,Immediate,"Pain, swelling, or redness at the site (if administered via injection).",R047,
SE269,A035,Vaginal Yeast Inf,3–7 days,During/after treatment,"Itching, irritation, or thick white discharge due to changes in flora.",R047,
SE270,A035,Hypersensitivity,N/A,Frequent,Rashes and urticaria; occasionally more severe dermatitis.,R047,
SE271,A035,Systemic (Rare),Reversible,Rare,Hematologic (Anemia) or Hepatic (moderate rise in liver enzymes).,R047,
SE272,A021,Gastrointestinal Disturbances,Not specified,Most Frequent,"Nausea, dyspepsia, abdominal pain, vomiting, and diarrhea (usually mild).",R018,
SE273,A021,Central Nervous System Effects,Transient,Not specified,"Includes anxiety, dizziness, insomnia, hallucinations, headache, and confusion.",R018,
SE274,A021,Hearing Loss,Usually Reversible,Occasionally,Reported upon discontinuation of treatment.,R018,
SE275,A021,Liver Enzyme Elevation,Transient,,"Transient elevation of liver enzymes, cholestatic jaundice, and hepatitis.",R018,
SE276,A021,Stomatitis / Glossitis,Not specified,Not specified,Inflammation of the mouth or tongue; may include tooth decoloration.,R018,
SE277,A021,Cardiac Effects,,,QT prolongation and Torsade de Pointes,R018,
SE278,A022,Gastrointestinal Effects,,Not specified,"Diarrhea, nausea, abnormal taste, dyspepsia, and abdominal pain.",R019,
SE279,A022,Central Nervous System Effects,,Not specified,"Diarrhea, nausea, abnormal taste, dyspepsia, and abdominal pain.",R019,
SE280,A022,Neurological Effects,,Not specified,Headache and various CNS effects.,R019,
SE281,A022,Allergic Reactions,,Not specified,Hypersensitivity reactions including rash,R019,
SE282,A023,Gastrointestinal Effects,,Common,"Diarrhea, nausea, vomiting, dyspepsia, and abdominal pain or discomfort.",R019,
SE283,A023,Nervous System Effects,,Common,Headache and abnormal taste (dysgeusia).,R019,
SE284,A023,Cardiac Effects,,Infrequent,"QT interval prolongation and ventricular arrhythmias, including Torsades de pointes.",R019,
SE285,A024,Gastrointestinal Effects,,Common (≥1/100 to <1/10),"Insomnia, headache, dysgeusia (taste perversion), diarrhoea, vomiting, dyspepsia, nausea, and abdominal pain.",R020,
SE286,A024,Central Nervous System Effects,,Common (≥1/100 to <1/10),"Insomnia, headache, dysgeusia (taste perversion), diarrhoea, vomiting, dyspepsia, nausea, and abdominal pain.",R020,
SE287,A024,Skin & Systemic Reactions,,Common (≥1/100 to <1/10),"Rash, hyperhidrosis, and abnormal liver function tests (LFT).",R020,
SE288,A024,Cardiac Arrhythmias,,Associated with drug interactions,"QT prolongation, ventricular tachycardia, ventricular fibrillation, and torsades de pointes.",R020,
SE289,A024,Rhabdomyolysis,,Rare/Concomitant use reports,"Muscle tissue breakdown (rhabdomyolysis) has been reported when taken with statins, fibrates, colchicine, or allopurinol",R020,
SE290,A037,Torsade de pointes,During treatment,Very rare,"A life-threatening, polymorphic ventricular tachycardia that must be monitored in high-risk patients.",R054,
SE291,A037,C. difficile-associated diarrhea,During or weeks after therapy,Severe and potentially life-threatening,"Remember that while diarrhea is a recognized side effect of cefuroxime, it is generally mild and transient in most cases. ",R054,
SE292,A037,Vertigo,During treatment,Very rare,A temporary feeling of spinning or dizziness.,R054,
SE293,A037,Visual Impairment,Rare,Very rare,Temporary changes in vision reported in isolated cases.,R054,
SE294,A037,Severe Allergic Reaction,Immediate,Very rare,"Includes hives, swelling, and difficulty breathing; seek emergency care immediately.",R054,
SE295,A037,Abdominal Pain,Short-term,Can occur sooner after taking,"A side effect is an unwanted response to a medication when it is taken in normal doses. Side effects can be mild or severe, temporary or permanent.",R054,
SE296,A037,Back Pain,Short-term,Occasionally reported,Mild back pain.,R054,
SE297,A037,Diarrhea,Short-term,Can occur within first days,"may cause diarrhea, and in some cases it can be severe. Diarrhea medicines may make the diarrhea worse or make it last longer. ",R054,
SE298,A037,Dizziness,Short-term,Occasionally reported,May cause lightheadedness that affects daily activities.,R054,
SE299,A037,Headache,Short-term,Occasionally reported,Mild headache.,R054,
SE300,A037,Heartburn,Short-term,Occasionally reported,Mild discomfort or burning sensation in the chest.,R054,
SE301,A037,Nausea,Short-term,Occasionally reported,Feeling of sickness or queasiness.,R054,
SE302,A037,Runny Nose,Short-term,Rare,Mild nasal discharge.,R054,
SE303,A037,Unexplained Weakness,Short-term,Rare,Feeling unusually tired or weak.,R054,
SE304,A037,Rash,Short-term,Rare but serious,Skin rash; contact a doctor if it persists or worsens.,R054,
SE305,A037,Vaginal Itching,Short-term,mild,Mild itching; may indicate a yeast overgrowth.,R054,
SE306,A014,Anaphylaxis,Not Specified,Rare,Serious allergic reaction,R038,
SE307,A014,Steven-Johnson Syndrome,Not Specified,Rare,"is a rare, serious disorder of the skin and mucous membranes","R038
R260",
SE308,A013,Hypersensitivity Reactions,May be prolonged,Rare,"immune system overreacts and attacks something that isn’t harmful, like food, pollen, medications or even parts of your own body","R038
R259",
SE309,A013,Reduction in neutrophil count,Temporary,Not Specified,lower-than-normal levels of neutrophils (a type of white blood cell) in your blood,"R038
R258",
SE310,A001,diarrhea,2 months or more,infrequent,May occur after a patient stop taking doxycycline,"R011 
R077",
SE311,A001,Anorexia,Not Specified,frequency not reported,eating disorder,"R011 
R077
R167",
SE312,A001,nausea,Not Specified,common,a feeling of sickness or discomfort in the stomach,"R011 
R077
R168",
SE313,A001,vomiting,Not Specified,common,forceful ejection of some or all of the contents of the stomach through the mouth,"R011 
R077
R169",
SE314,A001,Glossitis,Not Specified,rare,inflammation of tongue,"R011 
R077
R170",
SE315,A001,dysphagia,Not Specified,rare,difficulty swallowing,"R011 
R077
R171",
SE316,A001,enterocolitis,Not Specified,rare,inflammation of both the small and large intestines,"R011 
R077
R172",
SE317,A001,inflammatory lesions (with monilial overgrowth),Not Specified,rare,"An overgrowth of the fungus Candida causes a vaginal yeast infection. A vaginal yeast infection causes the skin around vagina to burn and itch, and it may change the consistency of vaginal discharge","R011 
R077
R173",
SE318,A001,maculopapular,Not Specified,common,discolored areas of skin (macules) and elevated lesions (papules),"R011 
R077
R174",
SE319,A001,erythematous rashes,Not Specified,common,painful or uncomfortable rash on skin,"R011 
R077
R175",
SE320,A001,exfoliative dermatitis,Not Specified,uncommon,redness and scaling of the skin,"R011 
R077
R176",
SE321,A001,hepatotoxicity,Not Specified,rare,a condition characterized by damage to the liver caused by exposure to harmful substances,"R011 
R077
R177",
SE322,A001,esophagitis,4 days,rare,"irritation and inflammation of the lining of esophagus, or food pipe","R011 
R077
R178",
SE323,A001,esophageal ulcerations,Not Specified,rare,open sores or breaks in the esophageal mucosa,"R011 
R077
R179",
SE324,A001,rise in BUN,Not Specified,,impaired kidney function,"R011 
R077
R180",
SE325,A001,urticaria,Not Specified,frequency not reported,Hives (also called urticaria) refers to raised and splotchy areas of skin that can be caused by an allergic reaction to something,"R011 
R077
R181",
SE326,A001,angioneurotic edema,Not Specified,frequency not reported,swelling in the tissue under skin,"R011 
R077
R182",
SE327,A001,anaphylaxis,Not Specified,frequency not reported,"severe, potentially life-threatening allergic reaction","R011 
R077
R183",
SE328,A001,anaphylactoid purpura,Not Specified,frequency not reported,"Henoch-Schönlein purpura (HSP), or anaphylactoid purpura, is an acute, self-limited small-vessel vasculitis","R011 
R077
R184",
SE329,A001,purpura,Not Specified,frequency not reported,"purple, red or brown spots and patches on skin","R011 
R077
R185",
SE330,A001,serum sickness,Not Specified,frequency not reported,allergic reaction to certain proteins in medicines,"R011 
R077
R186",
SE331,A001,exacerbation of systemic lupus erythematosus,Not Specified,frequency not reported,systemic autoimmune disease with multisystem involvement and is associated with significant morbidity and mortality,"R011 
R077
R187",
SE332,A001,hemolytic anemia,Not Specified,rare, a disorder in which red blood cells are destroyed faster than they can be made,"R011 
R077
R188",
SE333,A001,thrombocytopenia,Not Specified,rare,low blood platelet count,"R011 
R077
R189",
SE334,A001,neutropenia ,Neutropenia ,rare,having low levels of neutrophils (a type of white blood cell) in blood,"R011 
R077
R190",
SE335,A001,eosinophilia,Not Specified,not Specified,increase of circulating eosinophils >500 /mm^3,"R011 
R077
R191",
SE336,A001,bulging fontanels,During treatment,rare,outward curving of an infant's soft spot (fontanelle),"R011 
R077
R192",
SE337,A001,intracranial hypertension,Not Specified,rare,increased pressure in skull,"R011 
R077
R193",
SE338,A002,diarrhea,2 months or more,infrequent,May occur after a patient stop taking doxycycline,"R012 
R077",
SE339,A002,anorexia,Not Specified,frequency not reported,eating disorder,"R012 
R077
R167",
SE340,A002,nausea,Not Specified,common,a feeling of sickness or discomfort in the stomach,"R012 
R077
R168",
SE341,A002,vomiting,Not Specified,common,forceful ejection of some or all of the contents of the stomach through the mouth,"R012 
R077
R169",
SE342,A002,glossitis,Not Specified,rare,inflammation of tongue,"R012 
R077
R170",
SE343,A002,dysphagia,Not Specified,rare,difficulty swallowing,"R012 
R077
R171",
SE344,A002,enterocolitis,Not Specified,rare,inflammation of both the small and large intestines,"R012 
R077
R172",
SE345,A002,inflammatory lesions (with monilial overgrowth),Not Specified,rare,"An overgrowth of the fungus Candida causes a vaginal yeast infection. A vaginal yeast infection causes the skin around vagina to burn and itch, and it may change the consistency of vaginal discharge","R012 
R077
R173",
SE346,A002,hepatotoxicity,Not Specified,rare,a condition characterized by damage to the liver caused by exposure to harmful substances,"R012 
R077
R177",
SE347,A002,tooth discoloration,Not Specified,frequency not reported,color of teeth changes,"R012 
R077
R194",
SE348,A002,toxic epidermal necrolysis,Not Specified,rare,"a life-threatening skin condition. It causes peeling, blistering skin on large areas of the body.","R012 
R077
R196",
SE349,A002,"Stevens-Johnson
syndrome",Not Specified,rare,"rare, serious disorder of the skin and mucous membranes","R012 
R077
R195",
SE350,A002,erythema multiforme,Not Specified,rare,painful or uncomfortable rash on skin,"R012 
R077
R197",
SE351,A002,skin hyperpigmentation,Not Specified,not Specified,condition that makes some areas of the skin darker than others,"R012 
R077
R198",
SE352,A002,maculopapular,Not Specified,common,discolored areas of skin (macules) and elevated lesions (papules),"R012 
R077
R174",
SE353,A002,erythematous rashes,Not Specified,common,painful or uncomfortable rash on skin,"R012 
R077
R175",
SE354,A002,exfoliative dermatitis,Not Specified,uncommon,redness and scaling of the skin,"R012 
R077
R176",
SE355,A002,rise in BUN,Not Specified,,impaired kidney function,"R012 
R077
R180",
SE356,A002,urticaria,Not Specified,frequency not reported,Hives (also called urticaria) refers to raised and splotchy areas of skin that can be caused by an allergic reaction to something,"R012 
R077
R181",
SE357,A002,angioneurotic edema,Not Specified,frequency not reported,swelling in the tissue under skin,"R012 
R077
R182",
SE358,A002,anaphylaxis,Not Specified,frequency not reported,"severe, potentially life-threatening allergic reaction","R012 
R077
R183",
SE359,A002,anaphylactoid purpura,Not Specified,frequency not reported,"raised, reddish-purple rash, commonly on the legs, buttocks, and feet","R012 
R077
R184",
SE360,A002,serum sickness,Not Specified,frequency not reported,allergic reaction to certain proteins in medicines,"R012 
R077
R186",
SE361,A002,pericarditis,Not Specified,frequency not reported,"swelling and irritation of the thin, saclike tissue surrounding the heart","R012 
R077
R199",
SE362,A002,exacerbation of systemic lupus erythematosus,Not Specified,frequency not reported,systemic autoimmune disease with multisystem involvement and is associated with significant morbidity and mortality,"R012 
R077
R187",
SE363,A002,drug reaction with eosinophilia and systemic symptoms,Not Specified,rare,severe idiosyncratic drug reaction,"R012 
R077
R200",
SE364,A002,Jarisch-Herxheimer reaction,Not Specified,Not Specified,new or worsening symptoms within a few hours of starting treatment for syphilis or certain other bacterial infections,"R012 
R077
R201",
SE365,A002,hemolytic anemia,Not Specified,rare, a disorder in which red blood cells are destroyed faster than they can be made,"R012 
R077
R188",
SE366,A002,thrombocytopenia,Not Specified,rare,low blood platelet count,"R012 
R077
R189",
SE367,A002,neutropenia ,Not Specified,rare,having low levels of neutrophils (a type of white blood cell) in blood,"R012 
R077
R190",
SE368,A002,eosinophilia,Not Specified,rare,increase of circulating eosinophils >500 /mm^3,"R012 
R077
R191",
SE369,A002,bulging fontanels,During treatment,rare,outward curving of an infant's soft spot (fontanelle),"R012 
R077
R192",
SE370,A002,intracranial hypertension,Not Specified,rare,increased pressure in skull,"R012 
R077
R193",
SE371,A003,diarrhea,2 months or more,infrequent,May occur after a patient stop taking doxycycline,"R013 
R077",
SE372,A003,anorexia,Not Specified,frequency not reported,eating disorder,"R013 
R077
R167",
SE373,A003,nausea,Not Specified,common,a feeling of sickness or discomfort in the stomach,"R013 
R077
R168",
SE374,A003,vomiting,Not Specified,common,forceful ejection of some or all of the contents of the stomach through the mouth,"R013 
R077
R169",
SE375,A003,glossitis,Not Specified,rare,inflammation of tongue,"R013 
R077
R170",
SE376,A003,dysphagia,Not Specified,rare,difficulty swallowing,"R013 
R077
R171",
SE377,A003,enterocolitis,Not Specified,rare,inflammation of both the small and large intestines,"R013 
R077
R172",
SE378,A003,inflammatory lesions (with monilial overgrowth),Not Specified,rare,"An overgrowth of the fungus Candida causes a vaginal yeast infection. A vaginal yeast infection causes the skin around vagina to burn and itch, and it may change the consistency of vaginal discharge","R013 
R077
R173",
SE379,A003,maculopapular,Not Specified,common,discolored areas of skin (macules) and elevated lesions (papules),"R013 
R077
R174",
SE380,A003,erythematous rashes,Not Specified,common,painful or uncomfortable rash on skin,"R013 
R077
R175",
SE381,A003,exfoliative dermatitis,Not Specified,uncommon,redness and scaling of the skin,"R013 
R077
R176",
SE382,A003,urticaria,Not Specified,frequency not reported,Hives (also called urticaria) refers to raised and splotchy areas of skin that can be caused by an allergic reaction to something,"R013 
R077
R181",
SE383,A003,angioneurotic edema,Not Specified,frequency not reported,swelling in the tissue under skin,"R013 
R077
R1821",
SE384,A003,anaphylaxis,Not Specified,frequency not reported,"severe, potentially life-threatening allergic reaction","R013 
R077
R183",
SE385,A003,anaphylactoid purpura,Not Specified,frequency not reported,"Henoch-Schönlein purpura (HSP), or anaphylactoid purpura, is an acute, self-limited small-vessel vasculitis","R013 
R077
R184",
SE386,A003,serum sickness,Not Specified,frequency not reported,allergic reaction to certain proteins in medicines,"R013 
R077
R186",
SE387,A003,pericarditis,Not Specified,frequency not reported,"sharp, stabbing chest pain, often arising suddenly in the center or left side of the chest","R013 
R077",
SE388,A003,exacerbation of systemic lupus erythematosus,Not Specified,frequency not reported,systemic autoimmune disease with multisystem involvement and is associated with significant morbidity and mortality,"R013 
R077
R187",
SE389,A003,hemolytic anemia,Not Specified,rare, a disorder in which red blood cells are destroyed faster than they can be made,"R013 
R077
R188",
SE390,A003,thrombocytopenia,Not Specified,rare,low blood platelet count,"R013 
R077
R189",
SE391,A003,neutropenia ,Not Specified,rare,having low levels of neutrophils (a type of white blood cell) in blood,"R013 
R077
R190",
SE392,A003,eosinophilia,Not Specified,rare,increase of circulating eosinophils >500 /mm^3,"R013 
R077
R191",
SE393,A004,Phototoxicity,Not Specified,Not Specified,Skin eruptions,R008,
SE394,A004,Clostridium difficile-associated diarrhea,Not Specified,Not Specified,Diarrhea to fatal colitis,R008,
SE395,A004,Symptomatic hyper and hypoglycemia,Not Specified,Not Specified,Hypoglycemic reaction,R008,
SE396,A004,Aoric aneurysm and dissection,Not Specified,Within two months,Increased rate of Aoric aneurysm and dissection,R008,
SE397,A005,Drop in Blood Pressure,Not Specified,Rare,,R008,
SE398,A005,Tendinitis and Tendon Rupture,Not Specified,Rare,Tendon rupture,R008,
SE399,A005,Clostridium difficile-associated diarrhea,Not Specified,Not Specified,Diarrhea to fatal colitis,R008,
SE400,A005,Hypoglycemia,Not Specified,Not Specified,,R008,
SE401,A005,Hepatobiliary Disorder,Not Specified,Not Specified,"Anorexia, Jaundice, Dark Urine, Pruritus or tender abdomen.",R008,
SE402,A005,Aortic neurysm and Dissection,Not Specified,Within two months,Increased rate of Aoric aneurysm and dissection,R008,
SE403,A006,Tendinitis and Tendon Rupture,Not Specified,Within hours or days,"Increased risk of tendinitis and tendon rupture involving the achillies rendon, rorator cuffm the hande, the biceps, the thumb, and other tendon sites",R009,
SE404,A006,Peripheral Neuropathy,Not Specified,,"Paresthesias, hypoesthesias, dysesthesias and weakness",R009,
SE405,A006,Central Nervous System Effects,Not Specified,After the first dose,"Toxic psychoses, hallucination, or paranoia; depression, or suicidal thoughts; anxiety, agitation, restlessness, or nervousness; confusion, delirium, disorientation, or disturbances in attention; insomnia or nightmares; memory impairment.",R009,
